iter	Passed	Remaining
145	475	2783
146	478	2777
147	481	2771
148	484	2765
149	486	2758
150	489	2751
151	492	2746
152	495	2740
153	497	2735
154	500	2729
155	505	2736
156	508	2730
157	511	2725
158	514	2719
159	516	2712
160	519	2705
161	522	2700
162	524	2695
163	527	2688
164	530	2682
165	533	2678
166	535	2673
167	538	2666
168	541	2660
169	543	2655
170	547	2652
171	549	2646
172	552	2641
173	555	2635
174	557	2630
175	560	2624
176	563	2619
177	565	2613
178	568	2607
179	571	2602
180	574	2598
181	576	2591
182	579	2586
183	582	2581
184	584	2576
185	587	2570
186	590	2566
187	593	2562
188	595	2556
189	598	2551
190	600	2545
191	603	2540
192	606	2535
193	608	2529
194	611	2524
195	614	2520
196	616	2514
197	619	2510
198	622	2504
199	624	2498
200	627	2494
201	630	2489
202	632	2484
203	635	2480
204	638	2475
205	641	2470
206	643	2466
207	646	2462
208	649	2458
209	652	2453
210	654	2449
211	657	2444
212	660	2439
213	662	2434
214	665	2429
215	668	2425
216	671	2421
217	673	2416
218	676	2412
219	679	2407
220	681	2403
221	684	2399
222	687	2394
223	689	2389
224	692	2385
225	695	2381
226	697	2376
227	700	2371
228	703	2367
229	705	2362
230	709	2363
231	712	2359
232	715	2355
233	718	2350
234	720	2346
235	723	2343
236	726	2338
237	728	2333
238	731	2329
239	734	2325
240	736	2321
241	739	2316
242	742	2312
243	746	2311
244	750	2311
245	761	2333
246	767	2340
247	771	2340
248	778	2348
249	784	2353
250	793	2366
251	797	2366
252	801	2365
253	807	2371
254	811	2370
255	818	2379
256	825	2386
257	833	2396
258	839	2403
259	844	2402
260	847	2400
261	851	2397
262	855	2396
263	864	2409
264	871	2416
265	880	2429
266	887	2436
267	898	2453
268	910	2474
269	920	2489
270	933	2512
271	943	2526
272	953	2539
273	962	2548
274	968	2552
275	973	2554
276	982	2565
277	993	2579
278	1002	2591
279	1007	2590
280	1016	2601
281	1021	2600
282	1027	2603
283	1031	2599
284	1038	2604
285	1042	2601
286	1045	2598
287	1049	2593
288	1053	2590
289	1056	2586
290	1060	2582
291	1063	2579
292	1068	2577
293	1071	2574
294	1079	2580
295	1083	2575
296	1085	2570
297	1088	2565
298	1091	2559
299	1094	2554
300	1097	2549
301	1100	2543
302	1110	2553
303	1114	2551
304	1118	2548
305	1122	2544
306	1125	2541
307	1131	2541
308	1136	2541
309	1142	2542
310	1149	2547
311	1157	2551
312	1163	2553
313	1171	2558
314	1180	2567
315	1190	2576
316	1198	2582
317	1205	2584
318	1209	2581
319	1212	2577
320	1216	2572
321	1220	2569
322	1225	2567
323	1235	2578
324	1245	2586
325	1252	2589
326	1255	2583
327	1258	2577
328	1261	2572
329	1264	2566
330	1269	2565
331	1272	2560
332	1275	2554
333	1278	2548
334	1281	2543
335	1284	2537
336	1286	2531
337	1289	2525
338	1292	2520
339	1295	2515
340	1298	2509
341	1301	2504
342	1304	2498
343	1307	2493
344	1310	2488
345	1313	2482
346	1316	2477
347	1319	2472
348	1322	2467
349	1325	2461
350	1328	2456
351	1331	2450
352	1334	2446
353	1338	2442
354	1342	2438
355	1345	2433
356	1349	2430
357	1353	2426
358	1357	2423
359	1359	2417
360	1362	2411
361	1365	2407
362	1369	2402
363	1372	2397
364	1375	2392
365	1378	2387
366	1382	2384
367	1385	2379
368	1388	2374
369	1391	2369
370	1395	2366
371	1399	2362
372	1402	2356
373	1404	2351
374	1407	2345
375	1409	2339
376	1412	2333
377	1415	2328
378	1417	2323
379	1420	2317
380	1423	2312
381	1426	2307
382	1429	2302
383	1432	2297
384	1435	2292
385	1437	2287
386	1440	2281
387	1443	2276
388	1445	2271
389	1448	2265
390	1451	2261
391	1454	2255
392	1457	2250
393	1459	2245
394	1462	2240
395	1465	2235
396	1468	2230
397	1471	2225
398	1474	2221
399	1478	2217
400	1484	2216
401	1487	2213
402	1490	2207
403	1493	2202
404	1495	2197
405	1498	2192
406	1502	2188
407	1505	2183
408	1507	2178
409	1510	2173
410	1513	2168
411	1516	2163
412	1521	2162
413	1524	2158
414	1527	2152
415	1530	2147
416	1532	2143
417	1535	2138
418	1538	2133
419	1541	2128
420	1544	2123
421	1546	2118
422	1549	2113
423	1552	2108
424	1554	2103
425	1557	2098
426	1560	2093
427	1562	2088
428	1565	2084
429	1573	2085
430	1577	2082
431	1580	2078
432	1584	2074
433	1587	2069
434	1589	2064
435	1592	2059
436	1594	2054
437	1597	2049
438	1600	2044
439	1602	2039
440	1605	2034
441	1607	2029
442	1610	2024
443	1612	2019
444	1615	2015
445	1618	2010
446	1620	2005
447	1623	2000
448	1626	1995
449	1628	1990
450	1631	1986
451	1634	1981
452	1637	1977
453	1639	1972
454	1642	1967
455	1645	1962
456	1648	1958
457	1650	1953
458	1653	1948
459	1655	1943
460	1658	1938
461	1661	1934
462	1664	1931
463	1667	1926
464	1670	1921
465	1673	1917
466	1675	1912
467	1678	1908
468	1681	1903
469	1683	1898
470	1686	1894
471	1689	1889
472	1692	1885
473	1694	1880
474	1697	1876
475	1700	1871
476	1703	1867
477	1705	1862
478	1708	1857
479	1710	1853
480	1714	1849
481	1716	1844
482	1719	1840
483	1722	1835
484	1725	1831
485	1727	1827
486	1730	1822
487	1732	1818
488	1735	1813
489	1737	1808
490	1741	1805
491	1745	1802
492	1749	1798
493	1751	1794
494	1754	1790
495	1757	1785
496	1760	1781
497	1762	1776
498	1765	1772
499	1768	1768
500	1770	1763
501	1773	1759
502	1775	1754
503	1778	1750
504	1781	1746
505	1784	1742
506	1787	1737
507	1789	1733
508	1792	1729
509	1795	1724
510	1797	1720
511	1800	1716
512	1802	1711
513	1805	1707
514	1809	1703
515	1812	1700
516	1815	1695
517	1818	1691
518	1821	1687
519	1823	1683
520	1826	1678
521	1828	1674
522	1831	1670
523	1834	1666
524	1836	1661
525	1839	1657
526	1842	1653
527	1844	1649
528	1847	1644
529	1850	1640
530	1853	1636
531	1856	1633
532	1859	1629
533	1861	1624
534	1864	1620
535	1867	1616
536	1869	1612
537	1872	1607
538	1874	1603
539	1877	1599
540	1879	1595
541	1882	1590
542	1885	1586
543	1887	1582
544	1890	1578
545	1892	1573
546	1896	1570
547	1899	1566
548	1903	1563
549	1906	1559
550	1908	1555
551	1911	1551
552	1914	1547
553	1917	1543
554	1919	1539
555	1922	1535
556	1925	1531
557	1927	1527
558	1930	1522
559	1933	1518
560	1935	1514
561	1939	1511
562	1941	1507
563	1944	1503
564	1947	1499
565	1949	1495
566	1952	1491
567	1955	1487
568	1958	1483
569	1969	1485
570	1972	1481
571	1975	1478
572	1977	1473
573	1980	1469
574	1983	1465
575	1986	1461
576	1988	1458
577	1991	1454
578	1994	1450
579	1997	1446
580	1999	1442
581	2002	1438
582	2005	1434
583	2007	1430
584	2010	1426
585	2013	1422
586	2016	1418
587	2019	1414
588	2022	1410
589	2024	1406
590	2027	1402
591	2029	1398
592	2032	1394
593	2035	1391
594	2038	1387
595	2040	1383
596	2043	1379
597	2046	1375
598	2049	1371
599	2051	1367
600	2056	1365
601	2060	1362
602	2063	1358
603	2067	1355
604	2071	1352
605	2073	1348
606	2076	1344
607	2079	1340
608	2082	1337
609	2085	1333
610	2088	1329
611	2090	1325
612	2093	1321
613	2096	1318
614	2099	1314
615	2102	1310
616	2104	1306
617	2107	1302
618	2111	1299
619	2113	1295
620	2116	1291
621	2119	1288
622	2122	1284
623	2125	1280
624	2128	1276
625	2130	1273
626	2133	1269
627	2136	1265
628	2139	1261
629	2141	1257
630	2144	1253
631	2146	1250
632	2149	1246
633	2152	1242
634	2155	1238
635	2158	1235
636	2160	1231
637	2163	1227
638	2166	1223
639	2169	1220
640	2171	1216
641	2174	1212
642	2177	1208
643	2180	1205
644	2183	1201
645	2186	1198
646	2189	1194
647	2193	1191
648	2196	1187
649	2198	1184
650	2201	1180
651	2204	1176
652	2207	1172
653	2210	1169
654	2213	1165
655	2216	1162
656	2219	1158
657	2221	1154
658	2224	1151
659	2227	1147
660	2230	1143
661	2233	1140
662	2236	1136
663	2239	1133
664	2241	1129
665	2244	1125
666	2247	1122
667	2250	1118
668	2252	1114
669	2255	1111
670	2260	1108
671	2263	1104
672	2265	1100
673	2268	1097
674	2271	1093
675	2273	1089
676	2276	1086
677	2279	1082
678	2282	1078
679	2284	1075
680	2287	1071
681	2290	1067
682	2293	1064
683	2295	1060
684	2298	1057
685	2301	1053
686	2304	1049
687	2307	1046
688	2310	1042
689	2313	1039
690	2316	1035
691	2318	1032
692	2321	1028
693	2324	1024
694	2327	1021
695	2329	1017
696	2332	1014
697	2335	1010
698	2338	1006
699	2341	1003
700	2344	999
701	2346	996
702	2349	992
703	2352	988
704	2355	985
705	2357	981
706	2360	978
707	2363	974
708	2365	970
709	2368	967
710	2370	963
711	2373	959
712	2375	956
713	2378	952
714	2381	949
715	2383	945
716	2386	941
717	2389	938
718	2391	934
719	2394	931
720	2397	927
721	2399	924
722	2402	920
723	2404	916
724	2407	913
725	2410	909
726	2413	906
727	2415	902
728	2418	899
729	2421	895
730	2423	892
731	2426	888
732	2429	884
733	2431	881
734	2434	877
735	2437	874
736	2439	870
737	2442	867
738	2444	863
739	2447	860
740	2450	856
741	2452	852
742	2455	849
743	2458	845
744	2461	842
745	2464	839
746	2467	835
747	2471	832
748	2474	829
749	2476	825
750	2479	821
751	2482	818
752	2484	815
753	2487	811
754	2490	808
755	2492	804
756	2495	801
757	2498	797
758	2500	793
759	2502	790
760	2505	786
761	2508	783
762	2510	779
763	2513	776
764	2516	772
765	2518	769
766	2521	765
767	2523	762
768	2526	758
769	2529	755
770	2532	752
771	2534	748
772	2537	745
773	2540	741
774	2542	738
775	2545	734
776	2548	731
777	2550	727
778	2552	724
779	2555	720
780	2558	717
781	2561	713
782	2564	710
783	2566	707
784	2569	703
785	2571	700
786	2574	696
787	2577	693
788	2580	689
789	2583	686
790	2585	683
791	2588	679
792	2590	676
793	2593	672
794	2600	670
795	2603	667
796	2606	663
797	2609	660
798	2612	657
799	2614	653
800	2617	650
801	2620	646
802	2623	643
803	2625	640
804	2628	636
805	2631	633
806	2633	629
807	2636	626
808	2639	623
809	2641	619
810	2644	616
811	2647	612
812	2650	609
813	2652	606
814	2655	602
815	2657	599
816	2662	596
817	2666	593
818	2669	590
819	2673	586
820	2679	584
821	2684	581
822	2689	578
823	2697	576
824	2709	574
825	2715	572
826	2724	570
827	2733	567
828	2740	565
829	2749	563
830	2756	560
831	2761	557
832	2764	554
833	2767	550
834	2770	547
835	2772	543
836	2775	540
837	2778	537
838	2780	533
839	2782	530
840	2785	526
841	2788	523
842	2791	519
843	2794	516
844	2796	513
845	2799	509
846	2802	506
847	2804	502
848	2807	499
849	2810	495
850	2812	492
851	2815	489
852	2818	485
853	2821	482
854	2823	478
855	2826	475
856	2828	472
857	2831	468
858	2834	465
859	2836	461
860	2839	458
861	2841	454
862	2844	451
863	2847	448
864	2849	444
865	2852	441
866	2855	437
867	2860	435
868	2864	431
869	2867	428
870	2870	425
871	2873	421
872	2875	418
873	2878	414
874	2881	411
875	2884	408
876	2886	404
877	2889	401
878	2892	398
879	2894	394
880	2897	391
881	2900	388
882	2903	384
883	2906	381
884	2911	378
885	2915	375
886	2919	371
887	2922	368
888	2925	365
889	2929	362
890	2933	358
891	2936	355
892	2940	352
893	2943	349
894	2951	346
895	2958	343
896	2967	340
897	2973	337
898	2977	334
899	2981	331
900	2985	328
901	2989	324
902	2993	321
903	2997	318
904	3001	315
905	3005	311
906	3009	308
907	3015	305
908	3021	302
909	3029	299
910	3036	296
911	3044	293
912	3050	290
913	3055	287
914	3063	284
915	3070	281
916	3077	278
917	3083	275
918	3087	272
919	3089	268
920	3092	265
921	3095	261
922	3097	258
923	3100	255
924	3103	251
925	3106	248
926	3109	244
927	3112	241
928	3115	238
929	3118	234
930	3120	231
931	3123	227
932	3126	224
933	3129	221
934	3132	217
935	3135	214
936	3137	210
937	3141	207
938	3144	204
939	3147	200
940	3150	197
941	3152	194
942	3155	190
943	3157	187
944	3160	183
945	3163	180
946	3165	177
947	3168	173
948	3171	170
949	3174	167
950	3177	163
951	3179	160
952	3182	156
953	3184	153
954	3187	150
955	3190	146
956	3193	143
957	3196	140
958	3199	136
959	3202	133
960	3204	130
961	3207	126
962	3210	123
963	3212	119
964	3215	116
965	3218	113
966	3221	109
967	3223	106
968	3226	103
969	3229	99
970	3232	96
971	3234	93
972	3237	89
973	3240	86
974	3243	83
975	3246	79
976	3251	76
977	3254	73
978	3256	69
979	3259	66
980	3262	63
981	3264	59
982	3267	56
983	3270	53
984	3272	49
985	3275	46
986	3277	43
987	3280	39
988	3283	36
989	3286	33
990	3288	29
991	3291	26
992	3293	23
993	3296	19
994	3299	16
995	3301	13
996	3304	9
997	3307	6
998	3310	3
999	3312	0
